Year,State,County,Lat,Lon,NumEpisodes,CountyZone
2004,New York,Steuben County,42.266725,-77.385525,5,C
2005,New York,Steuben County,42.266725,-77.385525,2,C
2006,New York,Steuben County,42.266725,-77.385525,6,C
2008,New York,Steuben County,42.266725,-77.385525,2,C
2009,New York,Steuben County,42.266725,-77.385525,1,C
2010,New York,Steuben County,42.266725,-77.385525,1,C
2011,New York,Steuben County,42.266725,-77.385525,2,C
2013,New York,Steuben County,42.266725,-77.385525,1,C
2014,New York,Steuben County,42.266725,-77.385525,4,C
2015,New York,Steuben County,42.266725,-77.385525,3,C
2016,New York,Steuben County,42.266725,-77.385525,1,C
1996,New York,Steuben County,42.266725,-77.385525,1,Z
1998,New York,Steuben County,42.266725,-77.385525,1,Z
2004,New York,Steuben County,42.266725,-77.385525,1,Z
2005,New York,Steuben County,42.266725,-77.385525,1,Z
1996,New York,Suffolk County,40.943554,-72.692218,5,C
1997,New York,Suffolk County,40.943554,-72.692218,2,C
1998,New York,Suffolk County,40.943554,-72.692218,5,C
1999,New York,Suffolk County,40.943554,-72.692218,8,C
2000,New York,Suffolk County,40.943554,-72.692218,6,C
2001,New York,Suffolk County,40.943554,-72.692218,3,C
2002,New York,Suffolk County,40.943554,-72.692218,1,C
2003,New York,Suffolk County,40.943554,-72.692218,4,C
2004,New York,Suffolk County,40.943554,-72.692218,4,C
2005,New York,Suffolk County,40.943554,-72.692218,4,C
2006,New York,Suffolk County,40.943554,-72.692218,5,C
2007,New York,Suffolk County,40.943554,-72.692218,3,C
2008,New York,Suffolk County,40.943554,-72.692218,9,C
2009,New York,Suffolk County,40.943554,-72.692218,5,C
2010,New York,Suffolk County,40.943554,-72.692218,2,C
2011,New York,Suffolk County,40.943554,-72.692218,2,C
2012,New York,Suffolk County,40.943554,-72.692218,4,C
2013,New York,Suffolk County,40.943554,-72.692218,2,C
2014,New York,Suffolk County,40.943554,-72.692218,1,C
2015,New York,Suffolk County,40.943554,-72.692218,1,C
1996,New York,Sullivan County,41.719993,-74.771577,4,C
1998,New York,Sullivan County,41.719993,-74.771577,1,C
1999,New York,Sullivan County,41.719993,-74.771577,1,C
2000,New York,Sullivan County,41.719993,-74.771577,4,C
2002,New York,Sullivan County,41.719993,-74.771577,1,C
2003,New York,Sullivan County,41.719993,-74.771577,1,C
2004,New York,Sullivan County,41.719993,-74.771577,5,C
2005,New York,Sullivan County,41.719993,-74.771577,3,C
2006,New York,Sullivan County,41.719993,-74.771577,5,C
2007,New York,Sullivan County,41.719993,-74.771577,2,C
2008,New York,Sullivan County,41.719993,-74.771577,3,C
2009,New York,Sullivan County,41.719993,-74.771577,5,C
2010,New York,Sullivan County,41.719993,-74.771577,2,C
2011,New York,Sullivan County,41.719993,-74.771577,4,C
2012,New York,Sullivan County,41.719993,-74.771577,1,C
2013,New York,Sullivan County,41.719993,-74.771577,1,C
2014,New York,Sullivan County,41.719993,-74.771577,2,C
1996,New York,Sullivan County,41.719993,-74.771577,3,Z
2004,New York,Sullivan County,41.719993,-74.771577,2,Z
2005,New York,Sullivan County,41.719993,-74.771577,3,Z
1996,New York,Tioga County,42.178057,-76.297456,3,C
1998,New York,Tioga County,42.178057,-76.297456,2,C
2000,New York,Tioga County,42.178057,-76.297456,5,C
2001,New York,Tioga County,42.178057,-76.297456,1,C
2004,New York,Tioga County,42.178057,-76.297456,2,C
2005,New York,Tioga County,42.178057,-76.297456,3,C
2006,New York,Tioga County,42.178057,-76.297456,4,C
2007,New York,Tioga County,42.178057,-76.297456,2,C
2010,New York,Tioga County,42.178057,-76.297456,1,C
2011,New York,Tioga County,42.178057,-76.297456,3,C
2013,New York,Tioga County,42.178057,-76.297456,2,C
2015,New York,Tioga County,42.178057,-76.297456,2,C
1996,New York,Tioga County,42.178057,-76.297456,3,Z
1998,New York,Tioga County,42.178057,-76.297456,1,Z
1999,New York,Tioga County,42.178057,-76.297456,1,Z
2000,New York,Tioga County,42.178057,-76.297456,2,Z
2001,New York,Tioga County,42.178057,-76.297456,2,Z
2002,New York,Tioga County,42.178057,-76.297456,1,Z
2003,New York,Tioga County,42.178057,-76.297456,3,Z
2004,New York,Tioga County,42.178057,-76.297456,2,Z
2005,New York,Tioga County,42.178057,-76.297456,5,Z
1996,New York,Tompkins County,42.453003,-76.473481,3,C
2000,New York,Tompkins County,42.453003,-76.473481,1,C
2002,New York,Tompkins County,42.453003,-76.473481,3,C
2003,New York,Tompkins County,42.453003,-76.473481,1,C
2005,New York,Tompkins County,42.453003,-76.473481,1,C
2006,New York,Tompkins County,42.453003,-76.473481,3,C
2007,New York,Tompkins County,42.453003,-76.473481,1,C
2011,New York,Tompkins County,42.453003,-76.473481,1,C
2013,New York,Tompkins County,42.453003,-76.473481,1,C
2014,New York,Tompkins County,42.453003,-76.473481,1,C
2015,New York,Tompkins County,42.453003,-76.473481,2,C
2005,New York,Tompkins County,42.453003,-76.473481,1,Z
1996,New York,Ulster County,41.947216,-74.265458,5,C
1998,New York,Ulster County,41.947216,-74.265458,3,C
1999,New York,Ulster County,41.947216,-74.265458,2,C
2000,New York,Ulster County,41.947216,-74.265458,4,C
2001,New York,Ulster County,41.947216,-74.265458,1,C
2003,New York,Ulster County,41.947216,-74.265458,3,C
2004,New York,Ulster County,41.947216,-74.265458,7,C
2005,New York,Ulster County,41.947216,-74.265458,2,C
2006,New York,Ulster County,41.947216,-74.265458,2,C
2007,New York,Ulster County,41.947216,-74.265458,2,C
2008,New York,Ulster County,41.947216,-74.265458,6,C
2009,New York,Ulster County,41.947216,-74.265458,2,C
2010,New York,Ulster County,41.947216,-74.265458,3,C
2011,New York,Ulster County,41.947216,-74.265458,9,C
2012,New York,Ulster County,41.947216,-74.265458,2,C
2013,New York,Ulster County,41.947216,-74.265458,2,C
2014,New York,Ulster County,41.947216,-74.265458,3,C
2015,New York,Ulster County,41.947216,-74.265458,2,C
2016,New York,Ulster County,41.947216,-74.265458,1,C
1996,New York,Warren County,43.555105,-73.838139,1,C
1998,New York,Warren County,43.555105,-73.838139,2,C
2000,New York,Warren County,43.555105,-73.838139,1,C
2004,New York,Warren County,43.555105,-73.838139,3,C
2005,New York,Warren County,43.555105,-73.838139,9,C
2006,New York,Warren County,43.555105,-73.838139,3,C
2007,New York,Warren County,43.555105,-73.838139,1,C
2008,New York,Warren County,43.555105,-73.838139,2,C
2010,New York,Warren County,43.555105,-73.838139,2,C
2011,New York,Warren County,43.555105,-73.838139,6,C
2013,New York,Warren County,43.555105,-73.838139,1,C
2014,New York,Warren County,43.555105,-73.838139,1,C
2016,New York,Warren County,43.555105,-73.838139,1,C
1998,New York,Warren County,43.555105,-73.838139,5,Z
1999,New York,Warren County,43.555105,-73.838139,1,Z
2000,New York,Warren County,43.555105,-73.838139,1,Z
2001,New York,Warren County,43.555105,-73.838139,2,Z
2002,New York,Warren County,43.555105,-73.838139,1,Z
2003,New York,Warren County,43.555105,-73.838139,1,Z
1996,New York,Washington County,43.312377,-73.439428,1,C
1998,New York,Washington County,43.312377,-73.439428,2,C
2000,New York,Washington County,43.312377,-73.439428,1,C
2004,New York,Washington County,43.312377,-73.439428,5,C
2005,New York,Washington County,43.312377,-73.439428,4,C
2006,New York,Washington County,43.312377,-73.439428,2,C
2007,New York,Washington County,43.312377,-73.439428,1,C
2008,New York,Washington County,43.312377,-73.439428,5,C
2009,New York,Washington County,43.312377,-73.439428,3,C
2010,New York,Washington County,43.312377,-73.439428,1,C
2011,New York,Washington County,43.312377,-73.439428,6,C
2013,New York,Washington County,43.312377,-73.439428,2,C
2016,New York,Washington County,43.312377,-73.439428,1,C
1998,New York,Washington County,43.312377,-73.439428,6,Z
1999,New York,Washington County,43.312377,-73.439428,1,Z
2000,New York,Washington County,43.312377,-73.439428,2,Z
2002,New York,Washington County,43.312377,-73.439428,1,Z
1996,New York,Wayne County,43.458758,-77.063164,5,C
1998,New York,Wayne County,43.458758,-77.063164,2,C
2000,New York,Wayne County,43.458758,-77.063164,1,C
2002,New York,Wayne County,43.458758,-77.063164,2,C
2004,New York,Wayne County,43.458758,-77.063164,2,C
2006,New York,Wayne County,43.458758,-77.063164,2,C
2009,New York,Wayne County,43.458758,-77.063164,2,C
2010,New York,Wayne County,43.458758,-77.063164,1,C
2013,New York,Wayne County,43.458758,-77.063164,1,C
2014,New York,Wayne County,43.458758,-77.063164,2,C
2015,New York,Wayne County,43.458758,-77.063164,1,C
2016,New York,Wayne County,43.458758,-77.063164,1,C
2004,New York,Wayne County,43.458758,-77.063164,1,Z
2005,New York,Wayne County,43.458758,-77.063164,1,Z
1996,New York,Westchester County,41.15277,-73.745912,13,C
1997,New York,Westchester County,41.15277,-73.745912,2,C
1998,New York,Westchester County,41.15277,-73.745912,3,C
1999,New York,Westchester County,41.15277,-73.745912,3,C
2000,New York,Westchester County,41.15277,-73.745912,1,C
2001,New York,Westchester County,41.15277,-73.745912,4,C
2002,New York,Westchester County,41.15277,-73.745912,1,C
2003,New York,Westchester County,41.15277,-73.745912,4,C
2004,New York,Westchester County,41.15277,-73.745912,4,C
2005,New York,Westchester County,41.15277,-73.745912,3,C
2006,New York,Westchester County,41.15277,-73.745912,3,C
2007,New York,Westchester County,41.15277,-73.745912,6,C
2008,New York,Westchester County,41.15277,-73.745912,9,C
2009,New York,Westchester County,41.15277,-73.745912,4,C
2010,New York,Westchester County,41.15277,-73.745912,3,C
2011,New York,Westchester County,41.15277,-73.745912,10,C
2012,New York,Westchester County,41.15277,-73.745912,2,C
2013,New York,Westchester County,41.15277,-73.745912,3,C
2014,New York,Westchester County,41.15277,-73.745912,6,C
2015,New York,Westchester County,41.15277,-73.745912,1,C
1996,New York,Wyoming County,42.701363,-78.228567,1,C
1998,New York,Wyoming County,42.701363,-78.228567,4,C
2000,New York,Wyoming County,42.701363,-78.228567,4,C
2002,New York,Wyoming County,42.701363,-78.228567,1,C
2003,New York,Wyoming County,42.701363,-78.228567,1,C
2005,New York,Wyoming County,42.701363,-78.228567,1,C
2007,New York,Wyoming County,42.701363,-78.228567,1,C
2008,New York,Wyoming County,42.701363,-78.228567,1,C
2010,New York,Wyoming County,42.701363,-78.228567,2,C
2011,New York,Wyoming County,42.701363,-78.228567,1,C
2014,New York,Wyoming County,42.701363,-78.228567,1,C
2015,New York,Wyoming County,42.701363,-78.228567,2,C
1996,New York,Wyoming County,42.701363,-78.228567,1,Z
1998,New York,Wyoming County,42.701363,-78.228567,2,Z
2004,New York,Wyoming County,42.701363,-78.228567,1,Z
1996,New York,Yates County,42.638237,-77.104324,2,C
2000,New York,Yates County,42.638237,-77.104324,3,C
2003,New York,Yates County,42.638237,-77.104324,1,C
2004,New York,Yates County,42.638237,-77.104324,1,C
2005,New York,Yates County,42.638237,-77.104324,1,C
2009,New York,Yates County,42.638237,-77.104324,1,C
2011,New York,Yates County,42.638237,-77.104324,1,C
2014,New York,Yates County,42.638237,-77.104324,4,C
2015,New York,Yates County,42.638237,-77.104324,2,C
1996,North Carolina,Alamance County,36.043954,-79.400573,1,C
1997,North Carolina,Alamance County,36.043954,-79.400573,2,C
1998,North Carolina,Alamance County,36.043954,-79.400573,1,C
1999,North Carolina,Alamance County,36.043954,-79.400573,2,C
2000,North Carolina,Alamance County,36.043954,-79.400573,1,C
2003,North Carolina,Alamance County,36.043954,-79.400573,5,C
2004,North Carolina,Alamance County,36.043954,-79.400573,2,C
2005,North Carolina,Alamance County,36.043954,-79.400573,1,C
2006,North Carolina,Alamance County,36.043954,-79.400573,2,C
2008,North Carolina,Alamance County,36.043954,-79.400573,2,C
2011,North Carolina,Alamance County,36.043954,-79.400573,1,C
2013,North Carolina,Alamance County,36.043954,-79.400573,1,C
2014,North Carolina,Alamance County,36.043954,-79.400573,1,C
2015,North Carolina,Alamance County,36.043954,-79.400573,2,C
1998,North Carolina,Alamance County,36.043954,-79.400573,1,Z
2003,North Carolina,Alamance County,36.043954,-79.400573,2,Z
2003,North Carolina,Alexander County,35.920951,-81.177467,2,C
2004,North Carolina,Alexander County,35.920951,-81.177467,1,C
2009,North Carolina,Alexander County,35.920951,-81.177467,2,C
2010,North Carolina,Alexander County,35.920951,-81.177467,1,C
2012,North Carolina,Alexander County,35.920951,-81.177467,1,C
2013,North Carolina,Alexander County,35.920951,-81.177467,1,C
2004,North Carolina,Alexander County,35.920951,-81.177467,1,Z
1996,North Carolina,Alleghany County,36.489356,-81.132299,2,C
1998,North Carolina,Alleghany County,36.489356,-81.132299,3,C
2003,North Carolina,Alleghany County,36.489356,-81.132299,1,C
2011,North Carolina,Alleghany County,36.489356,-81.132299,4,C
2012,North Carolina,Alleghany County,36.489356,-81.132299,1,C
2013,North Carolina,Alleghany County,36.489356,-81.132299,3,C
2003,North Carolina,Alleghany County,36.489356,-81.132299,2,Z
2004,North Carolina,Alleghany County,36.489356,-81.132299,1,Z
1996,North Carolina,Anson County,34.974996,-80.109959,2,C
1997,North Carolina,Anson County,34.974996,-80.109959,1,C
1998,North Carolina,Anson County,34.974996,-80.109959,3,C
1999,North Carolina,Anson County,34.974996,-80.109959,1,C
2000,North Carolina,Anson County,34.974996,-80.109959,3,C
2003,North Carolina,Anson County,34.974996,-80.109959,3,C
2004,North Carolina,Anson County,34.974996,-80.109959,1,C
2005,North Carolina,Anson County,34.974996,-80.109959,1,C
2006,North Carolina,Anson County,34.974996,-80.109959,2,C
2008,North Carolina,Anson County,34.974996,-80.109959,5,C
2010,North Carolina,Anson County,34.974996,-80.109959,3,C
2013,North Carolina,Anson County,34.974996,-80.109959,2,C
2014,North Carolina,Anson County,34.974996,-80.109959,1,C
2015,North Carolina,Anson County,34.974996,-80.109959,3,C
2003,North Carolina,Anson County,34.974996,-80.109959,2,Z
1996,North Carolina,Ashe County,36.443469,-81.499334,5,C
1997,North Carolina,Ashe County,36.443469,-81.499334,2,C
1998,North Carolina,Ashe County,36.443469,-81.499334,3,C
1999,North Carolina,Ashe County,36.443469,-81.499334,1,C
2000,North Carolina,Ashe County,36.443469,-81.499334,1,C
2001,North Carolina,Ashe County,36.443469,-81.499334,2,C
2003,North Carolina,Ashe County,36.443469,-81.499334,1,C
2004,North Carolina,Ashe County,36.443469,-81.499334,1,C
2006,North Carolina,Ashe County,36.443469,-81.499334,2,C
2007,North Carolina,Ashe County,36.443469,-81.499334,4,C
2009,North Carolina,Ashe County,36.443469,-81.499334,4,C
2010,North Carolina,Ashe County,36.443469,-81.499334,3,C
2011,North Carolina,Ashe County,36.443469,-81.499334,6,C
2012,North Carolina,Ashe County,36.443469,-81.499334,1,C
2013,North Carolina,Ashe County,36.443469,-81.499334,6,C
2014,North Carolina,Ashe County,36.443469,-81.499334,1,C
2015,North Carolina,Ashe County,36.443469,-81.499334,3,C
2016,North Carolina,Ashe County,36.443469,-81.499334,1,C
2003,North Carolina,Ashe County,36.443469,-81.499334,2,Z
2004,North Carolina,Ashe County,36.443469,-81.499334,1,Z
1996,North Carolina,Avery County,36.07209,-81.920285,1,C
1998,North Carolina,Avery County,36.07209,-81.920285,2,C
2002,North Carolina,Avery County,36.07209,-81.920285,1,C
2003,North Carolina,Avery County,36.07209,-81.920285,1,C
2004,North Carolina,Avery County,36.07209,-81.920285,2,C
2007,North Carolina,Avery County,36.07209,-81.920285,1,C
2009,North Carolina,Avery County,36.07209,-81.920285,2,C
2011,North Carolina,Avery County,36.07209,-81.920285,1,C
2012,North Carolina,Avery County,36.07209,-81.920285,2,C
2013,North Carolina,Avery County,36.07209,-81.920285,4,C
2015,North Carolina,Avery County,36.07209,-81.920285,2,C
1996,North Carolina,Avery County,36.07209,-81.920285,2,Z
2003,North Carolina,Avery County,36.07209,-81.920285,1,Z
2004,North Carolina,Avery County,36.07209,-81.920285,2,Z
1996,North Carolina,Beaufort County,35.482313,-76.842014,2,C
1999,North Carolina,Beaufort County,35.482313,-76.842014,3,C
2001,North Carolina,Beaufort County,35.482313,-76.842014,1,C
2003,North Carolina,Beaufort County,35.482313,-76.842014,1,C
2004,North Carolina,Beaufort County,35.482313,-76.842014,1,C
2005,North Carolina,Beaufort County,35.482313,-76.842014,1,C
2010,North Carolina,Beaufort County,35.482313,-76.842014,1,C
2011,North Carolina,Beaufort County,35.482313,-76.842014,1,C
2012,North Carolina,Beaufort County,35.482313,-76.842014,2,C
2014,North Carolina,Beaufort County,35.482313,-76.842014,2,C
2005,North Carolina,Beaufort County,35.482313,-76.842014,1,Z
2006,North Carolina,Beaufort County,35.482313,-76.842014,1,Z
2008,North Carolina,Beaufort County,35.482313,-76.842014,1,Z
2011,North Carolina,Beaufort County,35.482313,-76.842014,1,Z
2013,North Carolina,Beaufort County,35.482313,-76.842014,1,Z
2015,North Carolina,Beaufort County,35.482313,-76.842014,1,Z
1999,North Carolina,Bertie County,36.059043,-76.962364,3,C
2001,North Carolina,Bertie County,36.059043,-76.962364,2,C
2005,North Carolina,Bertie County,36.059043,-76.962364,1,C
2006,North Carolina,Bertie County,36.059043,-76.962364,3,C
2008,North Carolina,Bertie County,36.059043,-76.962364,2,C
2010,North Carolina,Bertie County,36.059043,-76.962364,1,C
2011,North Carolina,Bertie County,36.059043,-76.962364,1,C
2014,North Carolina,Bertie County,36.059043,-76.962364,1,C
1996,North Carolina,Bladen County,34.591938,-78.539489,1,C
1998,North Carolina,Bladen County,34.591938,-78.539489,2,C
1999,North Carolina,Bladen County,34.591938,-78.539489,2,C
2001,North Carolina,Bladen County,34.591938,-78.539489,2,C
2008,North Carolina,Bladen County,34.591938,-78.539489,2,C
2010,North Carolina,Bladen County,34.591938,-78.539489,1,C
2013,North Carolina,Bladen County,34.591938,-78.539489,2,C
2014,North Carolina,Bladen County,34.591938,-78.539489,3,C
2015,North Carolina,Bladen County,34.591938,-78.539489,1,C
1998,North Carolina,Bladen County,34.591938,-78.539489,1,Z
2004,North Carolina,Bladen County,34.591938,-78.539489,1,Z
1996,North Carolina,Brunswick County,34.038754,-78.227765,3,C
1997,North Carolina,Brunswick County,34.038754,-78.227765,1,C
1998,North Carolina,Brunswick County,34.038754,-78.227765,6,C
1999,North Carolina,Brunswick County,34.038754,-78.227765,4,C
2000,North Carolina,Brunswick County,34.038754,-78.227765,5,C
2001,North Carolina,Brunswick County,34.038754,-78.227765,7,C
2002,North Carolina,Brunswick County,34.038754,-78.227765,1,C
2004,North Carolina,Brunswick County,34.038754,-78.227765,2,C
2005,North Carolina,Brunswick County,34.038754,-78.227765,1,C
2006,North Carolina,Brunswick County,34.038754,-78.227765,2,C
2009,North Carolina,Brunswick County,34.038754,-78.227765,1,C
2010,North Carolina,Brunswick County,34.038754,-78.227765,3,C
2013,North Carolina,Brunswick County,34.038754,-78.227765,3,C
2014,North Carolina,Brunswick County,34.038754,-78.227765,2,C
2015,North Carolina,Brunswick County,34.038754,-78.227765,3,C
2016,North Carolina,Brunswick County,34.038754,-78.227765,1,C
2005,North Carolina,Brunswick County,34.038754,-78.227765,1,Z
1996,North Carolina,Buncombe County,35.609371,-82.530426,3,C
1997,North Carolina,Buncombe County,35.609371,-82.530426,1,C
1998,North Carolina,Buncombe County,35.609371,-82.530426,1,C
2000,North Carolina,Buncombe County,35.609371,-82.530426,1,C
2001,North Carolina,Buncombe County,35.609371,-82.530426,3,C
2002,North Carolina,Buncombe County,35.609371,-82.530426,1,C
2003,North Carolina,Buncombe County,35.609371,-82.530426,4,C
2004,North Carolina,Buncombe County,35.609371,-82.530426,1,C
2005,North Carolina,Buncombe County,35.609371,-82.530426,3,C
2012,North Carolina,Buncombe County,35.609371,-82.530426,2,C
2013,North Carolina,Buncombe County,35.609371,-82.530426,4,C
2014,North Carolina,Buncombe County,35.609371,-82.530426,1,C
2015,North Carolina,Buncombe County,35.609371,-82.530426,2,C
2016,North Carolina,Buncombe County,35.609371,-82.530426,1,C
1996,North Carolina,Buncombe County,35.609371,-82.530426,2,Z
2004,North Carolina,Buncombe County,35.609371,-82.530426,3,Z
1996,North Carolina,Burke County,35.746182,-81.70618,2,C
1997,North Carolina,Burke County,35.746182,-81.70618,1,C
1998,North Carolina,Burke County,35.746182,-81.70618,1,C
1999,North Carolina,Burke County,35.746182,-81.70618,1,C
2000,North Carolina,Burke County,35.746182,-81.70618,2,C
2002,North Carolina,Burke County,35.746182,-81.70618,2,C
2003,North Carolina,Burke County,35.746182,-81.70618,5,C
2005,North Carolina,Burke County,35.746182,-81.70618,5,C
2008,North Carolina,Burke County,35.746182,-81.70618,1,C
2009,North Carolina,Burke County,35.746182,-81.70618,2,C
2010,North Carolina,Burke County,35.746182,-81.70618,2,C
2011,North Carolina,Burke County,35.746182,-81.70618,3,C
2012,North Carolina,Burke County,35.746182,-81.70618,1,C
2013,North Carolina,Burke County,35.746182,-81.70618,5,C
2014,North Carolina,Burke County,35.746182,-81.70618,1,C
2015,North Carolina,Burke County,35.746182,-81.70618,3,C
2016,North Carolina,Burke County,35.746182,-81.70618,1,C
1996,North Carolina,Burke County,35.746182,-81.70618,2,Z
2003,North Carolina,Burke County,35.746182,-81.70618,3,Z
2004,North Carolina,Burke County,35.746182,-81.70618,2,Z
2005,North Carolina,Burke County,35.746182,-81.70618,3,Z
1997,North Carolina,Cabarrus County,35.388369,-80.552694,1,C
1998,North Carolina,Cabarrus County,35.388369,-80.552694,2,C
1999,North Carolina,Cabarrus County,35.388369,-80.552694,2,C
2000,North Carolina,Cabarrus County,35.388369,-80.552694,1,C
2002,North Carolina,Cabarrus County,35.388369,-80.552694,1,C
2003,North Carolina,Cabarrus County,35.388369,-80.552694,8,C
2004,North Carolina,Cabarrus County,35.388369,-80.552694,3,C
2005,North Carolina,Cabarrus County,35.388369,-80.552694,3,C
2006,North Carolina,Cabarrus County,35.388369,-80.552694,4,C
2007,North Carolina,Cabarrus County,35.388369,-80.552694,1,C
2008,North Carolina,Cabarrus County,35.388369,-80.552694,3,C
2009,North Carolina,Cabarrus County,35.388369,-80.552694,4,C
2010,North Carolina,Cabarrus County,35.388369,-80.552694,3,C
2013,North Carolina,Cabarrus County,35.388369,-80.552694,2,C
2014,North Carolina,Cabarrus County,35.388369,-80.552694,1,C
2015,North Carolina,Cabarrus County,35.388369,-80.552694,6,C
2002,North Carolina,Cabarrus County,35.388369,-80.552694,1,Z
2003,North Carolina,Cabarrus County,35.388369,-80.552694,5,Z
2004,North Carolina,Cabarrus County,35.388369,-80.552694,2,Z
2005,North Carolina,Cabarrus County,35.388369,-80.552694,2,Z
1996,North Carolina,Caldwell County,35.957915,-81.530002,5,C
1998,North Carolina,Caldwell County,35.957915,-81.530002,3,C
2000,North Carolina,Caldwell County,35.957915,-81.530002,1,C
2001,North Carolina,Caldwell County,35.957915,-81.530002,2,C
2003,North Carolina,Caldwell County,35.957915,-81.530002,8,C
2004,North Carolina,Caldwell County,35.957915,-81.530002,2,C
2005,North Carolina,Caldwell County,35.957915,-81.530002,4,C
2008,North Carolina,Caldwell County,35.957915,-81.530002,1,C
2009,North Carolina,Caldwell County,35.957915,-81.530002,3,C
2011,North Carolina,Caldwell County,35.957915,-81.530002,2,C
2012,North Carolina,Caldwell County,35.957915,-81.530002,3,C
2013,North Carolina,Caldwell County,35.957915,-81.530002,9,C
2015,North Carolina,Caldwell County,35.957915,-81.530002,1,C
2016,North Carolina,Caldwell County,35.957915,-81.530002,1,C
1996,North Carolina,Caldwell County,35.957915,-81.530002,1,Z
2003,North Carolina,Caldwell County,35.957915,-81.530002,2,Z
2004,North Carolina,Caldwell County,35.957915,-81.530002,3,Z
2005,North Carolina,Caldwell County,35.957915,-81.530002,4,Z
1999,North Carolina,Camden County,36.342344,-76.162488,3,C
2005,North Carolina,Camden County,36.342344,-76.162488,1,C
2006,North Carolina,Camden County,36.342344,-76.162488,1,C
2008,North Carolina,Camden County,36.342344,-76.162488,1,C
2011,North Carolina,Camden County,36.342344,-76.162488,1,C
2012,North Carolina,Camden County,36.342344,-76.162488,1,C
2015,North Carolina,Camden County,36.342344,-76.162488,1,C
1996,North Carolina,Carteret County,34.858313,-76.526967,1,C
1998,North Carolina,Carteret County,34.858313,-76.526967,1,C
1999,North Carolina,Carteret County,34.858313,-76.526967,4,C
2002,North Carolina,Carteret County,34.858313,-76.526967,5,C
2003,North Carolina,Carteret County,34.858313,-76.526967,2,C
2004,North Carolina,Carteret County,34.858313,-76.526967,2,C
2007,North Carolina,Carteret County,34.858313,-76.526967,1,C
2009,North Carolina,Carteret County,34.858313,-76.526967,2,C
2010,North Carolina,Carteret County,34.858313,-76.526967,1,C
2014,North Carolina,Carteret County,34.858313,-76.526967,2,C
2015,North Carolina,Carteret County,34.858313,-76.526967,3,C
2002,North Carolina,Carteret County,34.858313,-76.526967,1,Z
2005,North Carolina,Carteret County,34.858313,-76.526967,1,Z
2006,North Carolina,Carteret County,34.858313,-76.526967,1,Z
2007,North Carolina,Carteret County,34.858313,-76.526967,2,Z
2008,North Carolina,Carteret County,34.858313,-76.526967,2,Z
2009,North Carolina,Carteret County,34.858313,-76.526967,1,Z
2011,North Carolina,Carteret County,34.858313,-76.526967,1,Z
2013,North Carolina,Carteret County,34.858313,-76.526967,1,Z
2014,North Carolina,Carteret County,34.858313,-76.526967,1,Z
2015,North Carolina,Carteret County,34.858313,-76.526967,3,Z
1996,North Carolina,Caswell County,36.394298,-79.339609,1,C
1997,North Carolina,Caswell County,36.394298,-79.339609,1,C
1998,North Carolina,Caswell County,36.394298,-79.339609,1,C
1999,North Carolina,Caswell County,36.394298,-79.339609,1,C
2000,North Carolina,Caswell County,36.394298,-79.339609,1,C
2003,North Carolina,Caswell County,36.394298,-79.339609,4,C
2006,North Carolina,Caswell County,36.394298,-79.339609,1,C
2008,North Carolina,Caswell County,36.394298,-79.339609,1,C
2010,North Carolina,Caswell County,36.394298,-79.339609,1,C
2012,North Carolina,Caswell County,36.394298,-79.339609,1,C
2015,North Carolina,Caswell County,36.394298,-79.339609,1,C
1996,North Carolina,Caswell County,36.394298,-79.339609,5,Z
1998,North Carolina,Caswell County,36.394298,-79.339609,4,Z
2003,North Carolina,Caswell County,36.394298,-79.339609,1,Z
2002,North Carolina,Catawba County,35.66045,-81.212848,1,C
2003,North Carolina,Catawba County,35.66045,-81.212848,6,C
2005,North Carolina,Catawba County,35.66045,-81.212848,2,C
2008,North Carolina,Catawba County,35.66045,-81.212848,2,C
2010,North Carolina,Catawba County,35.66045,-81.212848,1,C
2012,North Carolina,Catawba County,35.66045,-81.212848,2,C
2013,North Carolina,Catawba County,35.66045,-81.212848,3,C
2016,North Carolina,Catawba County,35.66045,-81.212848,3,C
2004,North Carolina,Catawba County,35.66045,-81.212848,1,Z
2005,North Carolina,Catawba County,35.66045,-81.212848,1,Z
1996,North Carolina,Chatham County,35.704994,-79.251454,2,C
1998,North Carolina,Chatham County,35.704994,-79.251454,1,C
1999,North Carolina,Chatham County,35.704994,-79.251454,2,C
2001,North Carolina,Chatham County,35.704994,-79.251454,3,C
2003,North Carolina,Chatham County,35.704994,-79.251454,1,C
2004,North Carolina,Chatham County,35.704994,-79.251454,1,C
2006,North Carolina,Chatham County,35.704994,-79.251454,3,C
2008,North Carolina,Chatham County,35.704994,-79.251454,1,C
2010,North Carolina,Chatham County,35.704994,-79.251454,1,C
2011,North Carolina,Chatham County,35.704994,-79.251454,1,C
2012,North Carolina,Chatham County,35.704994,-79.251454,2,C
2013,North Carolina,Chatham County,35.704994,-79.251454,1,C
1998,North Carolina,Chatham County,35.704994,-79.251454,3,Z
2003,North Carolina,Chatham County,35.704994,-79.251454,2,Z
1996,North Carolina,Cherokee County,35.136232,-84.061309,1,C
1997,North Carolina,Cherokee County,35.136232,-84.061309,2,C
1998,North Carolina,Cherokee County,35.136232,-84.061309,2,C
1999,North Carolina,Cherokee County,35.136232,-84.061309,2,C
2002,North Carolina,Cherokee County,35.136232,-84.061309,1,C
2003,North Carolina,Cherokee County,35.136232,-84.061309,2,C
